RefSeqGeneName	TadaGeneName	ExomeMutRate	dnLoF	caseLoF	ctrlLoF	transLoF	ntransLoF	dnMis3	caseMis3	ctrlMis3	transMis3	ntransMis3	SmallDelMutRate	dnSmallDel	tadaFdrAscSscExomeSscAgpSmallDel	65genes_tadaFdrAscSscExomeSscAgpSmallDel	tadaFdrAscSscExome	59genes_tadaFdrAscSscExome	tadaFdrAscExome	tadaFdrSscExome													
LZTS1	LZTS1	3.39E-05	0	0	0	0	0	0	4	22	2	6	1.79E-07	0	0.937831885	0	0.936156527	0	0.942172612	0.941311178													
KCNF1	KCNF1	3.45E-05	0	0	0	0	1	0	0	3	0	0	1.79E-07	0	0.937834849	0	0.936159458	0	0.928778308	1													
SLC5A6	SLC5A6	2.89E-05	0	0	6	3	0	0	2	8	0	1	1.82E-07	0	0.937837813	0	0.936130138	0	0.933044955	0.880128616													
STAR	STAR	1.40E-05	0	1	3	0	1	0	2	6	3	2	1.91E-07	0	0.937840776	0	0.936056732	0	0.939481893	0.853494077													
SPR	SPR	7.21E-06	0	0	3	0	0	0	0	8	2	2	1.90E-07	0	0.937843739	0	0.936068487	0	0.941326631	0.92866969													
LPL	LPL	2.02E-05	0	0	1	0	1	0	3	7	6	4	1.77E-07	0	0.937846701	0	0.93617704	0	0.937740055	0.868327891													
CCNO	CCNO	2.01E-05	0	0	1	0	1	0	1	1	0	2	1.81E-07	0	0.937849664	0	0.936150665	0	0.93772924	0.928612811													
RMDN3	FAM82A2	2.13E-05	0	2	4	0	1	0	0	9	1	2	2.03E-07	0	0.937852626	0	0.936000853	0	0.746744044	1													
GRM1	GRM1	4.17E-05	0	0	0	1	1	0	3	8	3	5	1.18E-06	0	0.937855587	0	0.92289077	0	0.889389063	0.940101687													
MLH3	MLH3	5.03E-05	0	3	4	1	2	0	8	34	8	12	2.22E-07	0	0.937858549	0	0.935859367	0	0.912594562	0.946013338													
IGFALS	IGFALS	3.42E-05	0	0	0	0	0	0	1	20	2	3	1.76E-07	0	0.93786151	0	0.936188758	0	0.942161076	0.937899895													
FAM171A2	FAM171A2	3.32E-05	0	0	0	0	0	0	0	0	0	0	1.99E-07	0	0.937864472	0	0.936036151	0	0.942416361	1													
COPB1	COPB1	3.33E-05	0	0	1	0	0	0	3	18	2	2	2.63E-07	0	0.937867435	0	0.935589778	0	0.926934632	0.937577104													
PEBP1	PEBP1	7.24E-06	0	0	3	0	0	0	0	0	2	0	1.91E-07	0	0.937870397	0	0.936112533	0	0.941371552	0.827306059													
GPX8	GPX8	7.30E-06	0	0	2	0	1	0	0	1	1	3	1.88E-07	0	0.937873358	0	0.936141869	0	0.941385725	0.928744137													
RNF180	RNF180	1.28E-05	0	0	0	0	2	0	2	9	0	3	6.53E-07	0	0.93787632	0	0.931812029	0	0.9317926	0.933600933													
HIST1H2AA	HIST1H2AA	7.77E-06	0	0	3	0	0	0	1	5	0	0	1.59E-07	0	0.937879281	0	0.936343709	0	0.941477747	0.905036048													
NUP43	NUP43	1.37E-05	0	1	4	0	0	0	1	1	2	2	2.20E-07	0	0.937882242	0	0.935924282	0	0.939367813	0.920101952													
SELO	SELO	3.45E-05	0	0	1	0	0	0	3	17	0	0	1.98E-07	0	0.937885202	0	0.936059671	0	0.928376398	0.935390335													
HSD17B12	HSD17B12	1.43E-05	0	0	1	0	1	0	0	3	0	1	5.55E-07	0	0.937888162	0	0.932897423	0	0.933370642	0.921071822													
GTF3C4	GTF3C4	3.32E-05	0	0	0	0	0	0	5	13	2	3	2.00E-07	0	0.937891123	0	0.936080238	0	0.942223339	0.937548248													
WDR70	WDR70	2.74E-05	0	0	2	1	0	0	4	8	1	6	1.09E-06	0	0.937894084	0	0.925155324	0	0.905538827	0.887819609													
TMIGD2	TMIGD2	1.43E-05	0	0	2	1	2	0	4	9	0	1	1.87E-07	0	0.937897046	0	0.9362034	0	0.939635737	0.921061822													
KLHL1	KLHL1	2.75E-05	0	1	1	0	1	0	7	13	2	2	1.09E-06	0	0.937900008	0	0.925329302	0	0.905715637	0.887931691													
SEMA3B	SEMA3B	4.25E-05	0	0	2	1	0	0	7	5	1	2	1.88E-07	0	0.937902969	0	0.936209254	0	0.920631984	1													
ICAM2	ICAM2	1.40E-05	0	1	3	0	1	0	2	6	1	1	2.08E-07	0	0.937905931	0	0.936047913	0	0.939464178	0.920515277													
C5AR2	GPR77	2.02E-05	0	0	0	0	2	0	0	7	1	2	1.98E-07	0	0.937908892	0	0.936127204	0	0.937637105	1													
APLP1	APLP1	3.34E-05	0	0	0	0	0	0	6	11	1	6	1.93E-07	0	0.937911852	0	0.93617118	0	0.942269399	0.937613133													
GUSB	GUSB	3.39E-05	0	0	1	0	0	0	2	8	2	2	2.25E-07	0	0.937914812	0	0.935944912	0	0.92822184	0.937818944													
RHOBTB1	RHOBTB1	3.29E-05	0	0	1	0	0	0	4	15	1	2	2.91E-07	0	0.937917772	0	0.935458725	0	0.926653008	0.883855871													
FGFRL1	FGFRL1	3.45E-05	0	0	0	0	1	0	2	23	7	0	1.85E-07	0	0.937920732	0	0.936226816	0	0.929216573	0.885281885													
NSRP1	NSRP1	1.82E-05	0	0	2	0	0	0	1	9	0	0	3.24E-07	0	0.937923692	0	0.935174156	0	0.936414587	0.926384008													
P2RY6	P2RY6	1.96E-05	0	0	1	0	1	0	1	4	1	2	2.29E-07	0	0.937926651	0	0.935936072	0	0.93742163	0.797413749													
SNRK	SNRK	3.28E-05	0	0	1	0	0	0	1	9	0	1	3.09E-07	0	0.937929611	0	0.935321243	0	0.926128812	0.93737444													
UBE3A	UBE3A	3.04E-05	0	0	0	0	0	0	0	3	2	0	3.84E-07	0	0.93793257	0	0.934671399	0	0.941425855	0.93626004													
NID2	NID2	6.78E-05	0	3	6	3	2	0	5	24	10	12	1.83E-07	0	0.937935529	0	0.936253145	0	0.903991414	0.944662286													
CA10	CA10	1.28E-05	0	0	1	0	0	0	1	8	2	4	1.55E-06	0	0.937938487	0	0.913228135	0	0.903843173	0.918308761													
BDKRB2	BDKRB2	2.05E-05	0	0	1	0	1	0	2	8	0	2	1.79E-07	0	0.937941445	0	0.936285303	0	0.937874838	0.937711427													
TBX15	TBX15	1.81E-05	0	0	2	0	0	0	7	12	7	4	3.45E-07	0	0.937944402	0	0.935020401	0	0.936066003	0.926201719													
TRPV4	TRPV4	4.88E-05	0	0	3	0	3	1	7	24	7	10	2.50E-07	0	0.93794736	0	0.935797315	0	0.949796033	0.755564377													
SCARB1	SCARB1	2.69E-05	0	1	3	0	0	0	1	17	3	3	2.52E-07	0	0.937950316	0	0.935785486	0	0.933048267	0.934285976													
SF3A1	SF3A1	3.33E-05	0	0	0	0	0	0	2	5	3	1	2.08E-07	0	0.937953273	0	0.936086113	0	0.942204901	0.884237869													
RUNX1T1	RUNX1T1	2.84E-05	0	0	0	0	0	0	1	4	3	3	5.06E-07	0	0.937956229	0	0.933587399	0	0.940837582	0.935211673													
MAP7D3	MAP7D3	3.34E-05	0	0	1	0	0	0	0	3	0	0	2.67E-07	0	0.937959185	0	0.935684797	0	0.927208741	0.903422052													
WASL	WASL	1.83E-05	0	0	2	0	0	0	1	3	1	1	3.12E-07	0	0.937962141	0	0.935306264	0	0.936642186	0.864195406													
CENPP	CENPP	9.73E-06	0	0	2	0	0	0	4	14	1	1	8.52E-07	0	0.937965096	0	0.929396206	0	0.928343946	0.910539822													
ZNF354B	ZNF354B	2.01E-05	0	0	1	0	1	0	1	10	0	0	2.13E-07	0	0.937968052	0	0.93606261	0	0.937517326	0.928545072													
PRICKLE3	PRICKLE3	3.36E-05	0	0	0	0	0	0	0	1	0	0	1.95E-07	0	0.937971006	0	0.936200472	0	0.942244076	0.884496619													
BCAT2	BCAT2	2.00E-05	0	0	2	0	0	0	2	7	3	7	2.06E-07	0	0.937973961	0	0.93612427	0	0.937669663	0.937514544													
TBX19	TBX19	2.02E-05	0	0	1	0	1	0	1	12	2	5	2.11E-07	0	0.937976915	0	0.936077301	0	0.937500946	0.690222882													
PPP2R3B	PPP2R3B	3.25E-05	0	0	0	0	0	0	0	3	0	0	2.65E-07	0	0.937979869	0	0.935714435	0	0.941969001	0.945806302													
C16orf93	C16orf93	1.18E-05	0	0	6	4	3	0	2	7	1	1	1.80E-07	0	0.937982823	0	0.936305757	0	0.940537769	0.916250118													
NFIC	NFIC	3.18E-05	0	0	0	0	0	0	2	18	2	1	3.18E-07	0	0.937985777	0	0.935270278	0	0.941689232	0.936979423													
C6orf118	C6orf118	2.15E-05	0	1	4	1	1	0	3	16	8	2	1.96E-07	0	0.93798873	0	0.936212181	0	0.937284258	0.943678357													
GFRAL	GFRAL	1.33E-05	0	1	3	0	1	0	2	7	1	2	2.63E-07	0	0.937991684	0	0.935747018	0	0.939207366	0.782413111													
TBC1D25	TBC1D25	3.31E-05	0	0	0	0	0	0	0	1	0	0	2.29E-07	0	0.937994637	0	0.935992026	0	0.942156461	0.937521768													
DCLRE1B	DCLRE1B	2.14E-05	0	0	2	0	0	0	0	18	0	1	1.85E-07	0	0.93799759	0	0.93629407	0	0.937495484	0.922926063													
ZFX	ZFX	3.17E-05	0	0	0	0	0	0	0	1	0	0	3.16E-07	0	0.938000543	0	0.935345193	0	0.941754742	0.936927823													
TRAF3	TRAF3	2.96E-05	0	0	0	0	0	0	3	0	3	2	4.54E-07	0	0.938003496	0	0.934142812	0	0.94106998	0.935808472													
ZNF70	ZNF70	2.05E-05	0	0	2	0	0	0	1	16	5	3	1.82E-07	0	0.938006448	0	0.936323279	0	0.937936578	0.942900511													
TMEM200C	TMEM200C	2.05E-05	0	0	0	0	2	0	2	5	3	0	1.83E-07	0	0.9380094	0	0.936314519	0	0.937952657	0.928997406													
COL8A1	COL8A1	2.89E-05	0	0	0	0	0	0	5	6	1	1	4.85E-07	0	0.938012351	0	0.933838111	0	0.940983934	0.935487049													
GPR83	GPR83	1.99E-05	0	0	1	0	1	0	7	20	7	7	2.09E-07	0	0.938015302	0	0.936144801	0	0.937791357	0.920936445													
ELFN1	ELFN1	3.33E-05	0	0	0	0	0	0	0	0	0	0	2.15E-07	0	0.938018253	0	0.936097857	0	0.942443849	1													
MAPK10	MAPK10	1.66E-05	0	0	0	0	0	0	0	0	0	0	1.25E-06	0	0.938021204	0	0.921953628	0	0.935522597	0.860784362													
UHRF2	UHRF2	3.13E-05	0	0	0	0	0	0	2	3	0	2	3.39E-07	0	0.938024154	0	0.935129005	0	0.941651737	0.882387294													
CYP4F22	CYP4F22	2.82E-05	0	1	1	0	2	0	0	17	1	5	2.28E-07	0	0.938027105	0	0.936021444	0	0.9331045	0.93506349													
EGR4	EGR4	3.39E-05	0	0	0	0	0	0	3	3	2	1	1.85E-07	0	0.938030055	0	0.936317439	0	0.942340664	0.88473701													
ZKSCAN8	ZNF192	2.03E-05	0	0	2	0	0	0	8	11	1	4	1.92E-07	0	0.938033004	0	0.936270689	0	0.937893646	1													
CAV3	CAV3	7.82E-06	0	0	2	0	1	0	0	5	3	0	1.75E-07	0	0.938035954	0	0.936381624	0	0.941524856	0.929285746													
SLITRK2	SLITRK2	3.38E-05	0	0	0	0	0	0	0	4	0	0	1.94E-07	0	0.938038903	0	0.936261917	0	0.942287804	0.937754484													
NPL	NPL	8.44E-06	0	2	4	0	2	0	2	13	4	6	2.53E-07	0	0.938041852	0	0.935853461	0	0.940760527	0.943696069													
FZD1	FZD1	4.26E-05	0	1	2	0	0	0	2	6	1	1	1.88E-07	0	0.938044801	0	0.936308678	0	0.921384516	0.940283372													
LCAT	LCAT	2.05E-05	0	0	2	0	0	0	3	5	0	3	1.86E-07	0	0.938047749	0	0.936337873	0	0.938000822	0.929004399													
PLEKHH2	PLEKHH2	5.07E-05	0	3	7	3	2	0	10	39	6	12	3.37E-07	0	0.938050698	0	0.935201213	0	0.910715542	0.944265274													
TRMT61A	TRMT61A	2.07E-05	0	0	2	0	0	0	0	8	1	2	1.87E-07	0	0.938053646	0	0.936334955	0	0.937917805	0.929220064													
RIBC2	RIBC2	1.47E-05	0	0	2	1	2	0	3	16	1	1	1.92E-07	0	0.938056594	0	0.936291148	0	0.939688483	0.874718805													
CDRT1	CDRT1	3.20E-05	0	0	0	0	0	0	0	1	1	1	3.04E-07	0	0.938059542	0	0.935494511	0	0.9418504	0.940882664													
SNTG2	SNTG2	2.10E-05	0	0	6	4	1	0	5	14	3	8	1.17E-06	0	0.93806249	0	0.924088631	0	0.908667813	0.834269034													
SLC2A13	SLC2A13	2.14E-05	0	0	0	0	0	0	3	9	4	3	9.54E-07	0	0.938065438	0	0.928148444	0	0.938051561	0.938030481													
STK32C	STK32C	2.69E-05	0	1	2	0	1	0	3	21	7	4	2.45E-07	0	0.938068386	0	0.935953751	0	0.933723926	0.945232392													
RIOK3	RIOK3	1.98E-05	0	0	2	0	0	0	4	7	1	4	2.33E-07	0	0.938071334	0	0.93603321	0	0.937566402	0.928246707													
BLK	BLK	2.75E-05	0	1	2	0	1	0	10	23	7	4	2.19E-07	0	0.938074282	0	0.936147733	0	0.933998872	0.887915694													
RLTPR	RLTPR	6.90E-05	0	0	3	0	1	1	6	28	8	5	2.03E-07	0	0.93807723	0	0.93625022	0	0.94935808	0.700263815													
ST20-MTHFS	ST20-MTHFS	6.39E-06	0	0	3	0	0	0	0	1	0	0	2.79E-07	0	0.938080177	0	0.935723324	0	0.941098604	1													
GULP1	GULP1	9.25E-06	0	0	1	0	1	0	1	4	2	1	9.01E-07	0	0.938083124	0	0.92899072	0	0.927651766	0.930704026													
COPG1	COPG	3.44E-05	0	0	1	0	0	0	4	14	5	4	2.14E-07	0	0.938086071	0	0.936194615	0	0.929095009	1													
EXOC3L4	EXOC3L4	2.81E-05	0	1	2	0	1	0	2	6	2	1	1.80E-07	0	0.938089017	0	0.936419513	0	0.934603903	0.879370393													
RAB11FIP5	RAB11FIP5	3.39E-05	0	0	1	0	0	0	5	18	5	7	2.44E-07	0	0.938091964	0	0.935997911	0	0.928485589	0.937821328													
LMO3	LMO3	6.12E-06	0	0	3	0	0	0	0	1	0	0	2.98E-07	0	0.93809491	0	0.935592751	0	0.941005468	0.900238237													
SLC47A2	SLC47A2	2.70E-05	0	0	2	1	1	0	3	14	2	4	2.55E-07	0	0.938097856	0	0.935912489	0	0.933478179	0.92979046													
BRD2	BRD2	3.22E-05	0	0	0	0	0	0	5	7	3	3	3.00E-07	0	0.938100802	0	0.935586804	0	0.941910923	0.937136164													
STAT3	STAT3	3.26E-05	0	0	1	0	0	0	0	5	2	1	3.34E-07	0	0.938103748	0	0.935303267	0	0.926332791	0.937308983													
OXCT2	OXCT2	3.41E-05	0	0	0	0	0	0	1	3	0	0	1.85E-07	0	0.938106693	0	0.936410772	0	0.94240261	0.937883233													
PLK1	PLK1	3.49E-05	0	0	1	0	0	0	3	5	4	5	1.93E-07	0	0.938109639	0	0.936364129	0	0.929546682	0.938136963													
RTP3	RTP3	8.01E-06	0	0	2	0	1	0	2	6	4	0	1.81E-07	0	0.938112584	0	0.936431166	0	0.941553087	0.905855989													
SPATA22	SPATA22	9.07E-06	0	1	6	1	0	0	1	3	1	0	2.27E-07	0	0.938115529	0	0.936138937	0	0.940964779	0.891563071													
FZD10	FZD10	4.34E-05	0	1	2	0	0	0	2	8	10	4	1.76E-07	0	0.938118473	0	0.936454468	0	0.921683832	0.903947178													
LZTS2	LZTS2	3.38E-05	0	0	0	0	0	0	4	14	4	3	1.97E-07	0	0.938121418	0	0.936346627	0	0.942391147	0.937783155													
ZNF134	ZNF134	1.49E-05	0	0	3	1	1	0	4	10	0	1	1.82E-07	0	0.938124362	0	0.936434079	0	0.939843653	0.856239833													
TNNI3	TNNI3	7.92E-06	0	0	2	0	1	0	1	0	3	3	1.87E-07	0	0.938127305	0	0.936407859	0	0.94153427	1													
PRRT3	PRRT3	3.47E-05	0	0	0	0	0	0	2	16	0	3	1.84E-07	0	0.938130249	0	0.936428252	0	0.942319992	0.885417169													
FUT8	FUT8	2.11E-05	0	0	0	0	0	0	1	12	6	5	9.83E-07	0	0.938133192	0	0.927858538	0	0.937944619	0.929648469													
KLHL13	KLHL13	2.51E-05	0	0	0	0	0	0	1	1	0	0	7.41E-07	0	0.938136135	0	0.931227962	0	0.939537487	0.933059793													
IL18RAP	IL18RAP	2.16E-05	0	1	5	1	0	0	0	4	2	5	2.21E-07	0	0.938139078	0	0.936206327	0	0.937234624	0.930154496													
OR5H15	OR5H15	9.87E-06	0	2	6	0	0	0	2	6	0	0	1.80E-07	0	0.938142021	0	0.936451555	0	0.941222344	0.91100711													
MRPL13	MRPL13	6.41E-06	0	0	1	0	2	0	0	0	1	0	2.85E-07	0	0.938144963	0	0.935752938	0	0.941115287	0.927793222													
MATN4	MATN4	4.29E-05	0	1	1	0	1	0	9	22	6	4	1.82E-07	0	0.938147905	0	0.936442817	0	0.922095075	0.933281905													
DDX60L	DDX60L	5.59E-05	0	6	14	4	1	0	6	50	11	7	3.42E-07	0	0.938150846	0	0.935282278	0	0.907863755	0.887562434													
CLCN3	CLCN3	3.20E-05	0	0	1	0	0	0	3	7	2	0	3.76E-07	0	0.938153788	0	0.935008315	0	0.925428664	0.937018682													
RNF220	RNF220	2.74E-05	0	0	0	0	0	0	6	11	3	3	5.97E-07	0	0.938156729	0	0.932916707	0	0.94050858	0.934640133													
SPAG5	SPAG5	4.31E-05	0	2	4	1	1	0	1	8	5	2	2.19E-07	0	0.938159671	0	0.936229742	0	0.920112189	0.940725064													
NR1D2	NR1D2	2.04E-05	0	0	2	0	0	0	2	5	5	1	2.18E-07	0	0.938162611	0	0.936235594	0	0.937775166	0.92884651													
NPEPPS	NPEPPS	3.18E-05	0	0	0	0	1	0	0	4	0	1	3.98E-07	0	0.938165552	0	0.934869085	0	0.924736187	0.936957318													
DNAJB12	DNAJB12	2.05E-05	0	0	2	0	0	0	2	10	3	6	2.08E-07	0	0.938168493	0	0.936320359	0	0.937992802	0.929032349													
OR5H14	OR5H14	9.98E-06	0	1	4	1	2	0	0	0	1	1	1.78E-07	0	0.938171434	0	0.936489407	0	0.941265049	0.838623142													
ARFGAP3	ARFGAP3	1.96E-05	0	0	2	0	0	0	3	22	6	6	2.65E-07	0	0.938174374	0	0.935930177	0	0.93742437	0.944568777													
FBXL22	FBXL22	1.49E-05	0	1	3	0	1	0	2	3	3	4	1.89E-07	0	0.938177314	0	0.936439904	0	0.939898471	0.921906612													
GPR37	GPR37	3.39E-05	0	0	0	0	0	0	2	5	3	4	2.03E-07	0	0.938180254	0	0.936367045	0	0.94238656	0.884754132													
C6orf211	C6orf211	1.48E-05	0	1	2	0	2	0	1	3	1	3	1.99E-07	0	0.938183193	0	0.936387456	0	0.939813697	0.856177018													
CIB1	CIB1	8.22E-06	0	0	1	0	2	0	5	10	0	4	1.74E-07	0	0.938186133	0	0.936533042	0	0.941637663	0.929739865													
SAP18	SAP18	8.10E-06	0	0	3	0	0	0	1	1	0	0	1.85E-07	0	0.938189072	0	0.936463206	0	0.941581299	0.906084612													
TCF20	TCF20	7.61E-05	0	1	0	0	0	0	11	38	9	16	2.66E-07	0	0.938192011	0	0.935947859	0	0.895250888	0.944527779													
CEP85L	CEP85L	2.53E-05	0	0	0	0	0	0	0	0	0	0	7.36E-07	0	0.938194951	0	0.931410408	0	0.940049812	0.876029296													
PTPN18	PTPN18	2.21E-05	0	1	4	1	1	0	3	10	9	7	1.99E-07	0	0.93819789	0	0.936413686	0	0.937514597	0.882923043													
UGT2A2	UGT2A2	1.73E-05	0	1	4	0	0	0	1	14	0	0	6.93E-08	0	0.938200828	0	0.937253879	0	0.940528043	0.941141502													
HSPBP1	HSPBP1	2.06E-05	0	0	2	0	0	0	1	4	1	2	2.07E-07	0	0.938203767	0	0.936369961	0	0.938024869	0.869239489													
ATP6V1B1	ATP6V1B1	2.96E-05	0	2	5	1	1	0	4	14	4	7	1.89E-07	0	0.938206705	0	0.936457381	0	0.933890568	0.917301575													
SPPL2C	SPPL2C	3.49E-05	0	0	0	0	0	0	2	10	0	0	1.56E-07	0	0.938209643	0	0.936652093	0	0.942544494	0.93814405													
ACCSL	ACCSL	2.23E-05	0	2	5	0	0	0	3	10	0	1	1.87E-07	0	0.93821258	0	0.936471942	0	0.93763439	0.945009985													
STX10	STX10	1.49E-05	0	1	2	0	2	0	1	5	5	6	1.93E-07	0	0.938215517	0	0.93644573	0	0.939925831	0.921858315													
GPR17	GPR17	2.13E-05	0	0	2	0	0	0	7	37	8	8	1.67E-07	0	0.938218454	0	0.936596954	0	0.938301091	0.929797197													
TRAPPC2L	TRAPPC2L	8.32E-06	0	0	2	0	1	0	0	3	1	1	1.76E-07	0	0.938221391	0	0.936550483	0	0.941632971	0.831907359													
PLA2G4C	PLA2G4C	2.23E-05	0	2	5	0	0	0	3	28	3	4	2.33E-07	0	0.938224327	0	0.936197544	0	0.936945873	0.86739711													
PPM1E	PPM1E	2.69E-05	0	0	1	0	0	0	2	3	1	0	7.01E-07	0	0.938227263	0	0.931875137	0	0.916847057	0.934332583													
SLC23A2	SLC23A2	3.16E-05	0	0	1	0	0	0	2	4	2	1	4.11E-07	0	0.938230198	0	0.934823583	0	0.92484435	0.940822748													
SCGB1D1	SCGB1D1	3.70E-06	0	1	5	0	0	0	0	8	0	2	1.74E-07	0	0.938233134	0	0.936573724	0	0.942553631	0.93969763													
IGF2BP2	IGF2BP2	2.83E-05	0	0	0	0	0	0	1	5	0	3	5.63E-07	0	0.938236069	0	0.933410765	0	0.940702584	0.819027478													
CBFA2T3	CBFA2T3	3.34E-05	0	0	1	0	0	0	6	14	6	9	2.95E-07	0	0.938239004	0	0.935782528	0	0.927776859	0.937625134													
KBTBD12	KBTBD12	2.15E-05	0	1	3	1	2	0	3	16	1	6	2.62E-07	0	0.938241938	0	0.936009678	0	0.936794547	0.870595833													
CDCA2	CDCA2	3.62E-05	0	1	4	1	0	0	3	33	3	5	2.61E-07	0	0.938244873	0	0.936018503	0	0.926429733	0.94438037													
ENOX2	ENOX2	2.41E-05	0	0	1	0	0	0	0	3	0	0	8.81E-07	0	0.938247807	0	0.929568389	0	0.913618724	0.874273215													
TDRD6	TDRD6	7.03E-05	0	4	5	2	3	0	15	39	21	12	2.04E-07	0	0.938250741	0	0.936416599	0	0.902864216	0.94499138													
RLBP1	RLBP1	1.53E-05	0	1	3	0	1	0	2	14	4	3	1.73E-07	0	0.938253674	0	0.936591147	0	0.940064653	0.922389028													
BANP	BANP	3.13E-05	0	0	0	0	0	0	4	14	5	2	3.69E-07	0	0.938256607	0	0.935198208	0	0.941707963	0.936760092													
MARK1	MARK1	3.12E-05	0	0	0	0	1	0	1	13	1	5	4.70E-07	0	0.938259541	0	0.934315768	0	0.922908399	0.936717996													
XPOT	XPOT	3.31E-05	0	0	0	0	0	0	1	3	2	3	2.64E-07	0	0.938262473	0	0.93601262	0	0.942167998	0.937488033													
ITGA11	ITGA11	5.72E-05	0	2	3	1	1	0	13	44	8	10	3.05E-07	0	0.938265406	0	0.935726287	0	0.908611008	0.944703428													
ZNF816-ZNF321P	ZNF816-ZNF321P	7.78E-06	0	0	3	0	0	0	0	3	0	0	2.19E-07	0	0.938268339	0	0.936340791	0	0.941465958	0.905102153													
FOLR1	FOLR1	1.01E-05	0	2	6	0	0	0	1	4	1	2	1.84E-07	0	0.938271271	0	0.936541764	0	0.941291116	0.931425471													
ALPI	ALPI	2.88E-05	0	0	1	1	2	0	3	8	7	5	1.68E-07	0	0.938274203	0	0.936631785	0	0.935084455	0.889867568													
LRRC8D	LRRC8D	3.14E-05	0	0	0	0	0	0	0	3	2	1	3.71E-07	0	0.938277135	0	0.935204218	0	0.94167752	0.882477035													
ZNF394	ZNF394	2.84E-05	0	1	3	0	0	0	1	2	2	1	1.90E-07	0	0.938280066	0	0.936506865	0	0.934859227	0.93523539													
KAL1	KAL1	2.79E-05	0	0	0	0	0	0	0	5	0	0	5.94E-07	0	0.938282997	0	0.933156714	0	0.940583916	0.93489291													
GALK1	GALK1	2.11E-05	0	0	2	0	0	0	2	7	5	1	1.86E-07	0	0.938285928	0	0.936530135	0	0.93824555	0.937949832													
LEFTY2	LEFTY2	2.15E-05	0	0	1	0	1	0	2	16	1	3	1.84E-07	0	0.938288859	0	0.936562105	0	0.938142095	0.882315355													
PROX1	PROX1	3.32E-05	0	0	0	0	0	0	2	9	2	0	2.62E-07	0	0.93829179	0	0.936053793	0	0.942202596	0.937550654													
GZF1	GZF1	3.56E-05	0	0	1	0	0	0	3	6	2	1	1.77E-07	0	0.93829472	0	0.936605664	0	0.930483417	0.938381759													
PRSS36	PRSS36	3.80E-05	0	2	7	2	0	0	3	25	4	3	1.81E-07	0	0.938297651	0	0.93659405	0	0.928111385	0.727581147													
RFTN2	RFTN2	1.79E-05	0	0	2	0	0	0	2	8	0	1	3.91E-07	0	0.938300581	0	0.935053617	0	0.936297044	0.917089016													
RPS6KA1	RPS6KA1	3.46E-05	0	0	1	0	0	0	6	20	2	4	2.39E-07	0	0.938303511	0	0.936232668	0	0.929126443	0.935429585													
NPAS4	NPAS4	3.45E-05	0	0	0	0	0	0	6	8	3	4	1.88E-07	0	0.938306441	0	0.936547577	0	0.942487333	0.938018634													
PRR5L	PRR5L	1.86E-05	0	0	2	0	0	0	1	8	1	4	3.55E-07	0	0.93830937	0	0.935402005	0	0.936661992	0.926810054													
TMCC1	TMCC1	2.56E-05	0	0	0	0	0	0	0	4	0	1	7.41E-07	0	0.938312299	0	0.931538145	0	0.939668403	0.933419217													
ALDH18A1	ALDH18A1	3.43E-05	0	0	0	0	1	0	2	18	4	1	2.60E-07	0	0.938315228	0	0.936089049	0	0.928686466	0.937928444													
ALDOB	ALDOB	1.49E-05	0	0	2	1	2	0	5	17	7	6	2.00E-07	0	0.938318156	0	0.93646903	0	0.939982937	0.942946526													
MTTP	MTTP	3.31E-05	0	0	0	0	0	0	6	8	3	3	2.77E-07	0	0.938321084	0	0.93598614	0	0.942147229	0.942416441													
KLHL11	KLHL11	3.44E-05	0	0	0	0	0	0	0	4	0	0	2.00E-07	0	0.938324012	0	0.936474853	0	0.94244156	0.941386012													
ITFG1	ITFG1	2.36E-05	0	0	1	0	0	0	1	7	7	4	9.18E-07	0	0.93832694	0	0.929215838	0	0.913327994	0.931846493													
PLSCR5	PLSCR5	8.21E-06	0	0	2	0	1	0	2	5	2	2	1.93E-07	0	0.938329867	0	0.936527227	0	0.941635317	0.807660648													
AGO4	EIF2C4	3.30E-05	0	0	0	0	0	0	3	3	1	2	2.80E-07	0	0.938332794	0	0.935968479	0	0.942144921	1													
ZFP62	ZFP62	3.43E-05	0	0	0	0	0	0	0	0	0	0	2.01E-07	0	0.93833572	0	0.936483586	0	0.94265174	1													
TNFRSF6B	TNFRSF6B	2.14E-05	0	0	2	0	0	0	2	5	0	2	1.75E-07	0	0.938338647	0	0.936643391	0	0.938359144	0.929918069													
SLC24A4	SLC24A4	3.16E-05	0	0	0	0	0	0	5	13	3	0	3.64E-07	0	0.938341574	0	0.935348185	0	0.941792104	0.866699224													
NOX1	NOX1	2.05E-05	0	0	2	0	0	0	0	4	0	0	2.36E-07	0	0.9383445	0	0.936282381	0	0.937896332	0.937735353													
C11orf82	C11orf82	2.93E-05	0	3	5	0	1	0	2	8	2	6	2.33E-07	0	0.938347426	0	0.936311598	0	0.933471676	0.942815055													
TRIM10	TRIM10	2.18E-05	0	0	1	0	1	0	10	18	6	7	1.54E-07	0	0.938350353	0	0.936788204	0	0.938563997	0.938174748													
CXorf57	CXorf57	3.32E-05	0	0	1	0	0	0	0	2	0	0	3.36E-07	0	0.938353279	0	0.935580856	0	0.927106315	0.937565083													
KCNC3	KCNC3	3.46E-05	0	0	0	0	0	0	3	4	1	3	1.86E-07	0	0.938356205	0	0.936599858	0	0.942519349	0.938044695													
